intervention_timestamp,amount,currency,payment_method,transaction_hour,transaction_day,amount_relative_to_customer_average,error_code,root_cause_diagnosis,previous_failure_count,total_previous_payments,successful_payments,failed_payments,historical_success_rate,customer_tenure,average_transaction_amount,previous_intervention_count,previous_successful_recoveries,historical_recovery_rate,time_since_last_intervention,subscription_status,previous_subscription_failures,recovered
2026-01-22T02:20:39.435405,3760.27,INR,upi,2,3,0.7764484414983237,insufficient_funds,HARD_DECLINE,0,99,90,9,0.918862399153799,97,4842.910100693554,0,0,0.0,,NONE,0,0
2026-05-10T01:47:35.951370,736.47,INR,wallet,1,6,1.2839506266387986,invalid_card,HARD_DECLINE,0,81,62,19,0.768581273113937,640,573.5968227438577,0,0,0.0,,NONE,0,0
2026-03-16T18:06:30.783460,6857.91,INR,upi,18,0,2.0834527495187314,mandate_failed,MANDATE_ISSUE,1,52,47,5,0.9051855996055943,238,3291.608125782621,1,0,0.0,657.3823545080471,NONE,0,0
2026-07-02T22:06:45.351511,1220.02,INR,card,22,3,0.789080961490643,invalid_card,HARD_DECLINE,0,97,77,20,0.797731455148201,503,1546.127786045269,0,0,0.0,,NONE,0,1
2026-04-20T07:32:25.320474,3104.46,INR,upi,7,0,3.3349341039555696,invalid_card,HARD_DECLINE,2,91,75,16,0.8348668128270755,477,930.8909571309958,2,0,0.0,591.7163368807887,NONE,0,0
2026-08-30T20:34:33.753426,11621.19,INR,upi,20,6,44.45797372477653,insufficient_funds,HARD_DECLINE,1,93,75,18,0.8084594797972585,765,261.3972033890399,1,0,0.0,421.12052796481714,NONE,0,0
2026-05-30T04:53:32.013049,1982.45,USD,card,4,5,5.205182235489479,invalid_card,HARD_DECLINE,0,91,68,23,0.7575042608606543,603,380.86082490704126,0,0,0.0,,NONE,0,0
2025-09-23T15:06:35.122463,6827.29,USD,upi,15,1,23.335785942103268,mandate_failed,MANDATE_ISSUE,0,59,32,27,0.5544398018323766,521,292.5673905708038,0,0,0.0,,NONE,0,0
2026-03-17T20:25:00.727777,1617.2,INR,card,20,1,0.4805386368057126,network_error,TRANSIENT,0,41,33,8,0.8232749249946059,572,3365.390160404215,0,0,0.0,,PAST_DUE,0,0
2025-09-01T17:23:59.692963,772.88,INR,upi,17,0,1.1212762289722342,invalid_card,HARD_DECLINE,2,14,10,4,0.7324409659904602,449,689.285993968163,2,0,0.0,719.6986689540756,NONE,0,0
2026-04-09T11:06:38.628572,1201.23,USD,upi,11,3,1.7498347482651175,unknown,NON_PAYMENT,0,21,19,2,0.9458527210494485,956,686.4819670491545,0,0,0.0,,NONE,0,0
2025-11-04T01:15:33.087202,334.78,INR,upi,1,1,1.3791629989253964,timeout,TRANSIENT,1,59,46,13,0.7843814431737656,394,242.74143104248793,1,0,0.0,655.495876748081,NONE,0,1
2026-03-26T16:05:29.473682,5430.37,INR,upi,16,3,2.1267896788148426,invalid_card,HARD_DECLINE,5,41,34,7,0.8364977820451013,994,2553.3178264369253,5,2,0.4,657.7976210690091,ACTIVE,0,0
2025-11-11T05:52:53.582934,757.85,INR,upi,5,1,1.0930251502309607,timeout,TRANSIENT,4,71,58,13,0.8235417653425144,878,693.3509259506639,4,2,0.5,706.8979316790771,NONE,0,0
2026-04-29T03:51:24.572248,2728.42,INR,card,3,2,4.176587606213514,none,ABANDONMENT,6,75,54,21,0.728459930226405,690,653.2653585287968,6,0,0.0,63.835205830386414,NONE,0,0
2026-05-02T11:32:58.616577,2405.7,INR,upi,11,5,0.5723798203746964,network_error,TRANSIENT,2,22,14,8,0.6585465690802357,69,4202.9783622091345,2,0,0.0,115.68309007232577,NONE,0,1
2026-07-12T02:04:02.491123,2749.07,INR,upi,2,6,2.3752668854881773,none,ABANDONMENT,2,86,67,19,0.7864714678951565,868,1157.3731005958082,2,0,0.0,32.31979825935649,NONE,0,0
2025-12-10T02:20:41.804760,6148.76,INR,card,2,2,2.117069648738468,insufficient_funds,HARD_DECLINE,0,15,12,3,0.8486994611600759,751,2904.373034521542,0,0,0.0,,NONE,0,0
2026-07-19T12:45:49.919547,470.92,USD,upi,12,6,0.30252815696222435,mandate_failed,MANDATE_ISSUE,0,24,23,1,0.9595241282490231,17,1556.6154394640437,0,0,0.0,,NONE,0,0
2026-01-29T03:24:43.106770,1309.14,INR,card,3,3,2.3789484192665857,none,ABANDONMENT,0,23,19,4,0.8579240873709194,650,550.301969306085,0,0,0.0,,NONE,0,1
2025-11-19T15:39:36.733998,745.96,INR,card,15,2,2.7099312870513024,unknown,NON_PAYMENT,3,74,62,12,0.8489717140078585,270,275.2689721560007,3,1,0.3333333333333333,266.63037589196057,NONE,0,0
2025-10-01T03:50:24.890013,356.67,INR,card,3,2,0.8777802082120617,network_error,TRANSIENT,1,12,8,4,0.7051759398482503,647,406.33178632097,1,0,0.0,467.8073493779226,ACTIVE,3,0
2025-10-27T10:32:12.038405,2439.55,INR,card,10,0,8.89704604250093,card_declined,HARD_DECLINE,0,60,51,9,0.8597453752885185,24,274.19774926940255,0,0,0.0,,NONE,0,0
2026-03-01T15:23:49.312722,767.61,INR,upi,15,6,0.03235539982238263,card_declined,HARD_DECLINE,0,31,23,8,0.757807705514836,591,23724.32435432268,0,0,0.0,,NONE,0,0
2026-01-20T18:34:56.165953,1281.68,INR,upi,18,1,1.3337268756283007,none,ABANDONMENT,5,47,31,16,0.6735920882234954,183,960.9763613680034,5,0,0.0,149.01357102962425,NONE,0,0
2026-07-04T20:04:40.036159,976.46,INR,wallet,20,5,3.252695385693748,timeout,TRANSIENT,1,100,95,5,0.9578685441481811,985,300.20025985056594,1,0,0.0,406.5364191753283,PAST_DUE,3,0
2025-10-15T07:44:24.177386,519.31,INR,upi,7,2,1.8624968928343641,none,ABANDONMENT,0,36,35,1,0.9732718667056864,658,278.824626230495,0,0,0.0,,NONE,0,0
2026-03-13T19:08:55.860148,3473.61,INR,card,19,4,7.167369905192707,none,ABANDONMENT,2,81,55,26,0.6877112802004172,662,484.64221129195454,2,1,0.5,322.3681600246548,NONE,0,0
2026-07-16T06:30:21.467436,442.3,INR,netbanking,6,3,0.4461784063482606,network_error,TRANSIENT,4,16,12,4,0.7843553830391663,271,991.3074987648923,4,1,0.25,248.53368149875277,NONE,0,1
2026-02-18T14:34:24.695513,549.05,INR,card,14,2,0.22520351357819113,none,ABANDONMENT,6,64,57,7,0.89325893127103,556,2438.017024141005,6,2,0.3333333333333333,685.6170904137923,NONE,0,1
2026-01-09T00:40:20.977716,769.81,INR,card,0,4,0.24634448428847225,card_declined,HARD_DECLINE,0,37,26,11,0.721027892621942,607,3124.9329662219816,0,0,0.0,,NONE,0,0
2026-05-04T20:53:30.686179,2808.66,INR,card,20,0,1.5301944966621654,issuer_down,TRANSIENT,0,74,65,9,0.8895696678187758,805,1835.4921587592746,0,0,0.0,,ACTIVE,2,0
2026-04-16T05:45:08.672311,162.25,INR,card,5,3,0.06648038333063695,none,ABANDONMENT,0,45,30,15,0.6737586583903399,851,2440.569561596201,0,0,0.0,,ACTIVE,0,1
2026-05-07T03:21:43.098317,2236.85,INR,upi,3,3,2.6329984832465017,unknown,NON_PAYMENT,0,75,55,20,0.7354631092646325,332,849.5447354918152,0,0,0.0,,NONE,0,0
2026-01-04T01:57:30.497980,480.28,USD,upi,1,6,0.7136925669647752,network_error,TRANSIENT,5,86,76,10,0.8914890062886747,496,672.9508225685423,5,0,0.0,679.0223448125731,NONE,0,0
2025-11-18T08:10:08.749739,2026.86,INR,netbanking,8,1,1.2557332944248714,card_declined,HARD_DECLINE,3,49,41,8,0.8414175213505826,134,1614.0847813773278,3,1,0.3333333333333333,132.09382105393368,ACTIVE,0,0
2025-11-15T22:00:55.924322,1565.45,INR,upi,22,5,1.4217018221598674,none,ABANDONMENT,0,95,77,18,0.8154770791350704,920,1101.1099343051756,0,0,0.0,,CANCELLED,1,0
2025-12-10T00:14:39.118106,847.91,INR,upi,0,2,0.13410105172166123,issuer_down,TRANSIENT,0,48,47,1,0.9819960288669412,911,6322.918344890488,0,0,0.0,,NONE,0,0
2026-08-06T07:55:03.941700,256.6,INR,wallet,7,3,0.10380346752675404,mandate_failed,MANDATE_ISSUE,1,48,29,19,0.6114415337302304,697,2471.9790784817915,1,0,0.0,619.7952826747977,NONE,0,0
2026-04-11T01:34:19.624542,343.05,INR,card,1,5,0.3724311677525422,unknown,NON_PAYMENT,0,27,25,2,0.9374521870244624,411,921.1098041824894,0,0,0.0,,NONE,0,0
2025-10-17T17:18:03.054845,2100.08,INR,card,17,4,15.612018585571755,issuer_down,TRANSIENT,1,93,67,26,0.7212950668649244,705,134.51687803784978,1,0,0.0,577.5037101455491,NONE,0,0
2026-01-31T03:50:30.732053,1035.88,INR,upi,3,5,2.204693787569604,issuer_down,TRANSIENT,0,4,2,2,0.7085778736730094,789,469.8520973027854,0,0,0.0,,NONE,0,1
2026-07-25T07:46:34.922060,2062.14,INR,card,7,5,4.123381966144641,none,ABANDONMENT,0,50,31,19,0.631435674877393,132,500.1088953027797,0,0,0.0,,ACTIVE,3,0
2026-06-30T12:51:48.898309,3959.32,USD,upi,12,1,12.751178245116085,issuer_down,TRANSIENT,0,82,68,14,0.8324462550877564,641,310.50620765312306,0,0,0.0,,NONE,0,0
2025-10-19T04:30:12.586416,269.91,INR,card,4,6,0.046512445198453364,timeout,TRANSIENT,0,55,48,7,0.8824120627537877,920,5802.963031687164,0,0,0.0,,NONE,0,1
2025-10-10T08:58:52.125275,3959.39,INR,upi,8,4,3.6227774821420455,network_error,TRANSIENT,0,76,57,19,0.7597190905165732,360,1092.915592944153,0,0,0.0,,NONE,0,0
2026-08-14T16:09:35.310389,1254.29,INR,upi,16,4,0.20947202092978018,card_declined,HARD_DECLINE,6,61,35,26,0.578383394607221,553,5987.8641282621065,6,4,0.6666666666666666,593.2390457564286,NONE,0,0
2025-11-23T20:09:49.524210,1095.71,INR,upi,20,6,0.5511265369709264,auth_failure,MANDATE_ISSUE,5,54,33,21,0.6238836940138032,562,1988.1278191069975,5,0,0.0,345.7689050881263,CANCELLED,3,1
2026-06-18T03:25:23.779796,3336.46,INR,upi,3,3,12.835465683549275,none,ABANDONMENT,1,81,69,12,0.8627433890352256,908,259.9407050946514,1,0,0.0,341.258186108438,NONE,0,0
2025-09-20T01:01:37.051516,1675.69,INR,upi,1,5,1.0752914009898733,network_error,TRANSIENT,1,57,45,12,0.7976603327391178,499,1558.3589699103165,1,0,0.0,519.1805929221002,NONE,0,0
2026-04-28T04:21:32.090721,971.21,INR,card,4,1,1.5725071966775446,none,ABANDONMENT,0,46,29,17,0.631268506886542,671,617.6187950376386,0,0,0.0,,ACTIVE,3,1
2026-03-09T04:05:13.655186,1255.25,INR,upi,4,0,1.2932943286098548,issuer_down,TRANSIENT,0,56,50,6,0.9053593333891187,243,970.5833948481409,0,0,0.0,,ACTIVE,3,0
2026-01-27T13:18:26.702790,12619.97,INR,upi,13,1,22.78278759013099,timeout,TRANSIENT,2,99,85,14,0.8623667154527705,655,553.9256313598208,2,0,0.0,162.1402340556836,NONE,0,1
2026-01-21T22:14:15.457651,8750.35,INR,upi,22,2,3.5718284880443423,card_declined,HARD_DECLINE,0,7,6,1,0.890704869764058,253,2449.8236769456466,0,0,0.0,,NONE,0,0
2025-10-02T04:16:59.505513,531.66,INR,upi,4,3,0.2712502672800857,none,ABANDONMENT,0,62,53,9,0.8664718683433532,538,1960.0349350108554,0,0,0.0,,NONE,0,0
2026-01-10T13:17:21.118950,383.31,INR,upi,13,5,0.35020475913320775,none,ABANDONMENT,1,92,73,19,0.7973319438585312,528,1094.5310993166713,1,0,0.0,702.8030577972992,NONE,0,0
2025-10-10T00:43:23.202232,980.06,INR,netbanking,0,4,1.5699854269978004,insufficient_funds,HARD_DECLINE,0,98,96,2,0.9818716720869614,747,624.2478325891958,0,0,0.0,,NONE,0,1
2026-08-03T23:33:51.934954,683.12,INR,upi,23,0,0.42490462819384217,none,ABANDONMENT,0,54,44,10,0.8206175174111918,360,1607.7019516209166,0,0,0.0,,NONE,0,0
2025-09-08T02:11:28.462772,3005.45,INR,card,2,0,0.5057996176058341,issuer_down,TRANSIENT,1,64,42,22,0.6571222900699757,688,5941.977604147033,1,0,0.0,451.56559392899504,NONE,0,0
2026-04-27T03:25:57.193628,419.85,INR,wallet,3,0,0.13661374694793005,mandate_failed,MANDATE_ISSUE,3,24,21,3,0.8844851228575276,817,3073.2631918808634,3,1,0.3333333333333333,132.69294759363078,NONE,0,0
2026-03-10T14:30:37.063171,1746.75,INR,upi,14,1,1.5083828949087703,invalid_card,HARD_DECLINE,1,54,35,19,0.6637798509415203,3,1158.028247267844,1,0,0.0,704.0220510035282,NONE,0,0
2026-08-15T20:06:08.676730,314.39,INR,card,20,5,0.04539873365499432,timeout,TRANSIENT,0,60,50,10,0.8486521180789184,409,6925.083029610319,0,0,0.0,,NONE,0,0
2026-08-28T05:51:04.409336,3962.36,INR,upi,5,4,1.4672106911773541,network_error,TRANSIENT,13,22,14,8,0.6389646407052452,41,2700.607365953985,13,0,0.0,206.81974683389285,NONE,0,0
2025-12-30T15:26:44.840322,700.99,INR,upi,15,1,0.9145162356186611,timeout,TRANSIENT,2,98,85,13,0.8761093197675237,439,766.5145491110798,2,0,0.0,471.5170667780587,NONE,0,1
2026-04-06T08:39:51.958589,1967.97,INR,upi,8,0,0.4789955773184938,invalid_card,HARD_DECLINE,1,73,55,18,0.7606920024926193,914,4108.534803216893,1,0,0.0,613.8035570827184,NONE,0,0
2026-05-17T16:47:26.657746,279.28,INR,upi,16,6,0.269288256451479,card_declined,HARD_DECLINE,2,21,15,6,0.759482558634282,144,1037.1042676728136,2,1,0.5,627.3769541396891,NONE,0,0
2025-11-24T09:36:09.435812,2002.94,INR,card,9,0,0.4581989899707135,insufficient_funds,HARD_DECLINE,0,4,3,1,0.9682986835303045,748,4371.33220247391,0,0,0.0,,NONE,0,0
2026-03-22T03:33:10.643559,333.27,INR,upi,3,6,0.4080686742659016,timeout,TRANSIENT,4,63,53,10,0.8561282973151163,76,816.7007688094135,4,1,0.25,274.02432049340575,NONE,0,1
2026-06-09T01:18:55.853472,548.25,USD,upi,1,1,0.5517393645241967,none,ABANDONMENT,0,44,33,11,0.7674667159848725,159,993.6757013391534,0,0,0.0,,NONE,0,0
2026-01-08T05:47:00.994773,1062.52,INR,card,5,3,0.13622226597615184,none,ABANDONMENT,2,100,88,12,0.8837572389996919,632,7799.899615427138,2,0,0.0,675.2945795994144,NONE,0,0
2026-06-25T22:43:10.032682,166.13,INR,upi,22,3,0.08541657504747847,issuer_down,TRANSIENT,0,36,27,9,0.7601324193915815,268,1944.9386715360254,0,0,0.0,,NONE,0,0
2026-07-14T07:30:24.771006,1252.32,INR,card,7,1,1.6855311341222696,network_error,TRANSIENT,2,24,20,4,0.8688658953378511,618,742.9824193975143,2,0,0.0,475.4650677886088,NONE,0,0
2026-05-05T18:36:45.788479,966.19,INR,upi,18,1,0.34553355741419745,timeout,TRANSIENT,0,49,23,26,0.47808479320535,350,2796.226239878086,0,0,0.0,,NONE,0,0
2026-04-30T18:26:20.640557,6073.32,INR,card,18,3,3.251943701142596,insufficient_funds,HARD_DECLINE,7,51,49,2,0.9715859069625524,377,1867.596907617463,7,3,0.42857142857142855,153.34989087570113,NONE,0,0
2025-10-02T07:14:03.590712,656.88,INR,upi,7,3,0.5888849776322737,network_error,TRANSIENT,0,56,46,10,0.8250328504271313,440,1115.4640124139582,0,0,0.0,,NONE,0,1
2026-02-03T15:52:21.191009,4586.58,INR,upi,15,1,2.6244638352213476,none,ABANDONMENT,0,77,69,8,0.9087342528006492,275,1747.62552962105,0,0,0.0,,NONE,0,0
2026-06-17T05:30:41.746629,292.78,INR,card,5,2,0.29117417017173225,invalid_card,HARD_DECLINE,3,4,3,1,0.8571486081530358,192,1005.5150146983182,3,0,0.0,144.58831676245288,NONE,0,0
2026-08-28T11:10:01.586367,1122.36,INR,upi,11,4,1.0156149732595596,card_declined,HARD_DECLINE,0,54,47,7,0.8871156240573954,256,1105.1038331956136,0,0,0.0,,NONE,0,0
2026-04-23T09:23:26.079932,1603.66,INR,netbanking,9,3,0.3890151726369416,timeout,TRANSIENT,3,33,27,6,0.8282573497330391,252,4122.358490877314,3,0,0.0,209.29699774511926,NONE,0,0
2026-01-11T07:56:12.255681,571.45,INR,upi,7,6,0.13237161957005578,auth_failure,MANDATE_ISSUE,0,18,17,1,0.9646120659998825,135,4317.012981000571,0,0,0.0,,NONE,0,1
2025-10-11T17:57:29.391376,740.87,INR,card,17,5,0.7169547326305132,card_declined,HARD_DECLINE,0,83,80,3,0.9672729720383655,509,1033.3567326932084,0,0,0.0,,NONE,0,0
2025-09-26T02:36:57.097154,1601.31,INR,card,2,4,0.2782068378126057,timeout,TRANSIENT,4,37,24,13,0.6560243492687698,117,5755.825459180874,4,1,0.25,686.9619647673047,NONE,0,1
2025-09-25T01:16:53.704329,2925.78,INR,wallet,1,3,0.2506801810158426,timeout,TRANSIENT,0,36,26,10,0.7378213368746821,505,11671.36543520804,0,0,0.0,,NONE,0,0
2025-09-14T17:10:10.230461,613.51,INR,card,17,6,0.09586497081244867,card_declined,HARD_DECLINE,0,32,17,15,0.5337395605245645,336,6399.730733765913,0,0,0.0,,NONE,0,0
2026-03-12T00:35:44.167293,488.01,INR,upi,0,3,0.6507505028087082,network_error,TRANSIENT,3,73,42,31,0.5838070425154388,645,749.9187444246253,3,1,0.3333333333333333,467.1449277644749,NONE,0,0
2026-08-12T19:32:12.408835,5671.41,USD,card,19,2,10.781866887085549,timeout,TRANSIENT,5,14,10,4,0.7350427875417399,193,526.0137283639792,5,2,0.4,418.51360266176636,ACTIVE,2,0
2025-09-06T15:09:59.736027,593.83,INR,upi,15,5,2.6884612378529233,issuer_down,TRANSIENT,1,49,43,6,0.8891143109542752,829,220.88099751597997,1,0,0.0,273.60178160621973,NONE,0,1
2026-03-15T20:03:46.015677,1592.39,INR,upi,20,6,2.469416874988387,none,ABANDONMENT,1,32,18,14,0.5894142195151673,757,644.8445445273345,1,0,0.0,597.802958833756,NONE,0,0
2026-04-22T15:35:34.966866,759.29,INR,upi,15,2,0.14625179150398832,insufficient_funds,HARD_DECLINE,0,14,12,2,0.88988302388261,271,5191.662899933051,0,0,0.0,,ACTIVE,3,0
2026-04-20T21:21:30.739187,936.38,INR,wallet,21,0,0.9434800234204184,invalid_card,HARD_DECLINE,3,56,48,8,0.8598930309208137,457,992.4746436128255,3,2,0.6666666666666666,610.0217841642799,NONE,0,0
2025-09-29T03:36:37.025140,546.91,INR,netbanking,3,0,0.5208678622197467,timeout,TRANSIENT,0,91,61,30,0.6760019687989901,610,1049.9975899247677,0,0,0.0,,NONE,0,0
2026-04-21T15:30:18.966667,432.06,INR,upi,15,1,1.018927039922826,card_declined,HARD_DECLINE,0,53,37,16,0.7124725247123225,313,424.0342861376261,0,0,0.0,,NONE,0,0
2026-08-29T21:15:30.503704,1261.23,INR,upi,21,5,2.601088598100811,insufficient_funds,HARD_DECLINE,2,83,77,6,0.9321812781479696,126,484.88544408709845,2,1,0.5,468.3334892255265,NONE,0,0
2026-08-28T03:25:26.722511,1009.55,USD,upi,3,4,8.100402339566168,none,ABANDONMENT,0,72,41,31,0.5831116536173374,66,124.62961192296386,0,0,0.0,,NONE,0,1
2026-05-14T00:31:43.162807,908.75,INR,card,0,3,0.7840512763375207,network_error,TRANSIENT,0,90,64,26,0.7189605748674117,677,1159.0440924284633,0,0,0.0,,NONE,0,0
2026-01-26T11:28:38.625074,711.59,INR,netbanking,11,0,0.38057298467535333,timeout,TRANSIENT,1,12,11,1,0.9261015187064807,357,1869.7858982476641,1,0,0.0,306.35073514930656,ACTIVE,3,0
2026-06-15T18:50:40.833482,201.18,INR,card,18,0,0.025293337994354622,none,ABANDONMENT,0,83,49,34,0.6012664192164613,951,7953.873073016406,0,0,0.0,,NONE,0,0
2026-03-20T07:17:50.401476,1043.76,INR,card,7,4,3.3947070401470936,network_error,TRANSIENT,1,6,4,2,0.6874408341474086,385,307.4668852587567,1,0,0.0,204.8225268885361,NONE,0,0
2026-01-01T22:18:46.101007,998.0,INR,upi,22,3,0.1509207706002156,none,ABANDONMENT,1,98,81,17,0.826807587123737,515,6612.741215347162,1,0,0.0,708.1287351619137,NONE,0,1
2025-12-21T08:48:59.775311,2649.16,INR,upi,8,6,4.5051758087755855,insufficient_funds,HARD_DECLINE,8,82,36,46,0.44866937201833107,276,588.0258867677768,8,4,0.5,436.9609531866679,NONE,0,0
2025-09-29T23:30:54.558521,764.45,INR,card,23,0,3.243793807169065,issuer_down,TRANSIENT,1,48,31,17,0.6554085687666336,652,235.66541076393307,1,0,0.0,481.1066838412573,NONE,0,1
2025-09-17T19:37:45.525940,1671.41,INR,upi,19,2,0.9669219628916722,mandate_failed,MANDATE_ISSUE,0,42,35,7,0.8372649747908408,190,1728.5883082037865,0,0,0.0,,PAST_DUE,1,0
2025-12-17T00:54:54.198692,661.54,INR,upi,0,2,0.12740462923474027,unknown,NON_PAYMENT,4,18,15,3,0.8481640739277845,194,5192.432990650024,4,0,0.0,247.17084146475693,NONE,0,0
2026-04-23T14:31:10.717108,14769.79,INR,upi,14,3,9.94518009804716,timeout,TRANSIENT,0,94,74,20,0.7912735494185457,869,1485.120415556899,0,0,0.0,,NONE,0,0
2026-07-17T00:07:55.537157,1598.21,INR,netbanking,0,4,2.5620016946064066,issuer_down,TRANSIENT,3,10,6,4,0.6694201566534468,153,623.8130143959677,3,1,0.3333333333333333,129.06832905426404,NONE,0,0
2026-06-16T12:56:20.231698,2134.11,INR,upi,12,1,0.600608772082129,none,ABANDONMENT,0,93,66,27,0.7156928071802199,843,3553.2448062682897,0,0,0.0,,NONE,0,0
2026-07-01T17:59:46.688196,1325.26,INR,upi,17,2,0.7114890082413347,none,ABANDONMENT,0,14,10,4,0.7653984313049615,231,1862.6570258278346,0,0,0.0,,NONE,0,0
2026-05-26T01:36:31.449936,1381.54,INR,upi,1,1,0.12683458839955444,insufficient_funds,HARD_DECLINE,0,69,57,12,0.828763376953262,613,10892.454632705327,0,0,0.0,,NONE,0,0
2026-08-21T05:21:02.600707,677.29,INR,upi,5,4,0.6082936146177175,issuer_down,TRANSIENT,2,62,51,11,0.822699881345081,877,1113.4261214062608,2,1,0.5,561.1403062085363,NONE,0,1
2026-07-13T20:36:19.218592,2629.95,INR,card,20,0,7.746716998321528,timeout,TRANSIENT,0,68,43,25,0.6341263763205823,933,339.49220044695426,0,0,0.0,,NONE,0,0
2025-12-20T19:01:59.909639,290.28,INR,card,19,5,0.20955938055843684,network_error,TRANSIENT,3,97,69,28,0.715231119977441,219,1385.1921074898087,3,2,0.6666666666666666,184.80058889570526,NONE,0,1
2026-01-06T13:46:04.047694,850.52,INR,upi,13,1,0.9999642365953642,invalid_card,HARD_DECLINE,1,53,51,2,0.9624893918909915,29,850.5504185787828,1,0,0.0,596.4222139369447,NONE,0,0
2025-11-25T08:45:22.411084,551.78,INR,upi,8,1,0.1691265847088472,invalid_card,HARD_DECLINE,0,42,34,8,0.8257279778850316,968,3262.5267100964275,0,0,0.0,,PAST_DUE,0,0
2025-10-27T09:46:53.296886,609.7,INR,card,9,0,0.39533731295383223,network_error,TRANSIENT,0,89,77,12,0.8652268197832949,322,1542.2273082308354,0,0,0.0,,NONE,0,0
2026-05-28T09:49:16.143186,2281.51,INR,card,9,3,1.2735375084453906,issuer_down,TRANSIENT,0,4,2,2,0.6780576662452598,190,1791.474522635021,0,0,0.0,,NONE,0,1
2026-01-26T18:52:40.941063,3332.24,INR,card,18,0,2.725318428836423,card_declined,HARD_DECLINE,2,4,2,2,0.6822389593380643,249,1222.6974891233913,2,1,0.5,196.40190688906904,NONE,0,1
2026-04-14T01:26:44.727788,1791.63,INR,card,1,1,0.45250881773178814,invalid_card,HARD_DECLINE,4,27,22,5,0.8162553944383685,811,3959.3261607156974,4,1,0.25,501.9131863884522,ACTIVE,0,0
2025-12-29T05:06:19.607354,861.22,INR,upi,5,0,0.7893166762519177,none,ABANDONMENT,2,72,62,10,0.8662254095365326,377,1091.0956602228605,2,0,0.0,551.9270853466357,NONE,0,1
2026-03-18T05:23:14.711345,79.09,INR,upi,5,2,0.13096189086856835,issuer_down,TRANSIENT,3,7,5,2,0.778223362691323,484,603.9161428981939,3,1,0.3333333333333333,649.9432658538034,NONE,0,0
2026-07-31T11:23:25.807467,1198.64,INR,upi,11,4,0.2882555154023056,invalid_card,HARD_DECLINE,0,30,27,3,0.9192637614863395,819,4158.255214395848,0,0,0.0,,CANCELLED,3,0
2025-10-04T15:18:28.845131,1823.76,INR,wallet,15,5,3.37050258132125,none,ABANDONMENT,0,39,24,15,0.6349190480754213,590,541.0943786564552,0,0,0.0,,NONE,0,0
2025-09-17T02:07:41.679044,8749.89,INR,upi,2,2,8.512628612380482,insufficient_funds,HARD_DECLINE,12,31,22,9,0.7202624204848299,770,1027.8716949162392,12,4,0.3333333333333333,500.12978485476776,NONE,0,0
2026-01-04T11:55:05.512954,754.1,INR,upi,11,6,0.1934011373618255,network_error,TRANSIENT,1,26,17,9,0.6615033250022331,626,3899.1497686447847,1,0,0.0,414.54140967102285,NONE,0,0
2025-11-04T18:05:06.940357,12246.93,INR,card,18,1,17.534531233490092,auth_failure,MANDATE_ISSUE,0,62,47,15,0.761035360597738,426,698.4463876974918,0,0,0.0,,PAST_DUE,2,0
2025-12-23T00:45:36.413023,612.15,INR,card,0,1,0.36037707269860314,issuer_down,TRANSIENT,0,68,61,7,0.9071189145408869,900,1698.6374727339105,0,0,0.0,,NONE,0,1
2025-11-01T09:26:42.606234,4330.65,INR,upi,9,5,25.411938582818497,issuer_down,TRANSIENT,0,86,72,14,0.8428707053865504,771,170.41793115807528,0,0,0.0,,NONE,0,0
2026-03-12T07:09:33.641279,983.89,INR,card,7,3,0.2875599347549283,none,ABANDONMENT,3,41,33,8,0.8287006996071479,586,3421.512808585507,3,1,0.3333333333333333,389.48014410115803,NONE,0,0
2026-01-25T13:51:04.327736,2629.76,INR,netbanking,13,6,2.784829282557662,timeout,TRANSIENT,1,36,33,3,0.9338105630711558,844,944.3164133870204,1,0,0.0,185.09884584954605,NONE,0,0
2025-11-12T13:45:08.406057,911.85,INR,card,13,2,1.0558724816202905,insufficient_funds,HARD_DECLINE,1,77,59,18,0.7773396451651386,352,863.5986029304595,1,0,0.0,39.44551156357626,NONE,0,1
2026-07-11T23:35:58.107487,6255.26,INR,upi,23,5,2.0340635592536898,auth_failure,MANDATE_ISSUE,0,98,64,34,0.6536451776998755,970,3075.252969132928,0,0,0.0,,PAST_DUE,1,0
2026-07-29T03:12:23.795440,493.46,INR,upi,3,2,0.1429384953670195,unknown,NON_PAYMENT,0,45,42,3,0.9465533371534632,446,3452.254053276239,0,0,0.0,,NONE,0,0
2026-05-18T17:19:14.276739,1535.11,INR,netbanking,17,0,0.34146398114870213,card_declined,HARD_DECLINE,2,71,61,10,0.8715674145171972,194,4495.6718270425245,2,0,0.0,452.39416718760884,ACTIVE,1,1
2026-03-19T21:50:25.224073,719.84,INR,upi,21,3,0.5185604880023816,card_declined,HARD_DECLINE,0,9,8,1,0.8900072314668889,210,1388.1504986486627,0,0,0.0,,NONE,0,0
2026-03-17T04:51:20.583882,485.16,INR,upi,4,1,0.3759695788662875,invalid_card,HARD_DECLINE,1,62,50,12,0.8108953642282316,725,1290.4235535836951,1,0,0.0,696.6490294384046,NONE,0,0
2025-10-18T07:49:42.920012,1354.19,INR,upi,7,5,3.3684400090789457,timeout,TRANSIENT,1,21,19,2,0.913152354956338,804,402.02289378764533,1,0,0.0,14.121443311797586,NONE,0,1
